query,Post ID,Post Content,nickname,link
污染; 2018-02-20; 1; 25,388,		摩羯都是乖孩子，把自己隔离在没有污染的世界里。摩羯纯净得你想象不到，过着简单的生活。喜欢一个人是真的喜欢，可以喜欢很久很久，发现对方变得自己不认识了，摩羯会毫不犹豫的头也不回把自己从那段回忆中抽离出来。他们不是胆小鬼只是太会保护自己，太清醒了。 ​		,单纯搭udsxr,//weibo.com/6449497036/G3VIbizxR?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,389,		【￥27】纳米光触媒强力型除甲醛剂 新房装修，家具除味，室内净化，新房急住，去甲醛，全面解决装修污染问题，买就送甲醛测试盒2个，买三送一 链接请查看评论~~~ ​		,我的悠悠网,//weibo.com/1866903674/G3VHZuhnc?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,390,		10种植物有助消除室内空气污染雾霾天不断，室内空气也跟着遭殃，不仅如此，装修、化学清洁剂等还会向空气释放有害物质。此时，不妨在家里多摆放些绿植，能帮一些小忙。1.常青藤 2.白鹤芋 3.散尾葵 4.菊花 5.SBZ229虎尾兰 6.吊兰 7. 芦荟 8.富贵竹 9.绿萝 10.滴水观音。 ​		,神一样的成绩卓著玉,//weibo.com/6446323399/G3VHNCjUy?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,391,		?冬天防雾霾少不了葵儿美白防护喷雾 还可以当素颜霜！#今日安利# 葵儿红石榴鲜妍防护喷雾 一喷立白 抗污染 抗雾霾 蕴含红石榴果天然提取物 给肌肤提供能量孕妇可以放心使用哦... ​		,叫我李淼淼,//weibo.com/1764937437/G3VHwePDh?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,392,		微生物污染和标签不合格等项目为主要不合格原因……我们假装交作业、老师假装收作业；老师假装讲课：老师玩真的了。稀土元素超标。 ​		,不多心小姐,//weibo.com/2772637417/G3VHrb0s5?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,393,		【千万注意：七个坏习惯加快衰老】1、轻易发怒会令人产生皱纹。2、疲于奔命令面容憔悴。3、暴肥暴瘦令皮肤失去弹性松弛，甚至产生皱纹。4、吸烟令皮肤变黄变灰。5、大量饮酒或经常饮酒，会令皮肤发红肿胀。6、摄入污染食品令人早衰。7、防晒不足伤害皮肤。 ​		,思春思路滑润,//weibo.com/6126548055/G3VHcscc7?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,394,		巨蟹都是乖孩子，把自己隔离在没有污染的世界里。巨蟹纯净得你想象不到，过着简单的生活。喜欢一个人是真的喜欢，可以喜欢很久很久，但有一天后来发现对方变得自己不认识了，巨蟹会毫不犹豫的头也不回把自己从那段回忆中抽离出来。他们不是胆小鬼，只是太会保护自己，太清醒了。 ​		,大人物p,//weibo.com/2559843633/G3VHaFHvK?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,395,		“我泡的都是乡野村姑、【微】某局长和某村长喝醉后互相吹嘘泡妞经历；无公害；无污染：“我泡的都是城里女人；什么病都没有……”，”村长说！ ​		,若雪飘菲,//weibo.com/2887455051/G3VH5CdUW?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,396,		【身处3种环境最易致癌】1职业暴露：流行病学研究发现，生产联苯胺染料或甲、乙萘胺的工人膀胱癌多发；从事石棉生产的工人支气管肺癌多发；从事X线工作的人白血病多发；锡矿工人肺癌多发。2室内污染。3化学污染：家用洗涤剂大量应用所造成的化学污染，也会增加癌症发生。 ​		,邱杰1987qiujie,//weibo.com/6437459415/G3VH2piU1?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,397,		【凤县宽滩高山草场】宽滩---地处秦岭山脉凤县黄牛铺镇南12公里，它是镶嵌在秦岭深处的一块绿宝石，它绿得灿然，晶莹剔透，没有环境之污染，更无铜臭之熏冶。无以窃取，难以复制，终年矢志不渝。天地之间，默默无闻。不经意间，浑然天成。 ​		,两千金嘛嘛001,//weibo.com/6138161952/G3VH0BflO?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,398,		【卡隆海滩】卡隆海滩位于帕通海滩南，是普吉岛第三大海滩，也是岛上最长的海滩之一。卡隆海滩，不若巴通那般热闹喧哗，倒像是一座海水浴场。无污染的沙质海滩就像一个白色的勺子蜿蜒在海边。沿着海滩是一大片松木林，腹地很宽，游客要不戏水、晒太阳，要不就是坐在躺椅上看书、打盹，惬意至极…… ​		,放肆的青春2938645685_757,//weibo.com/2938645685/G3VGKFe0B?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,399,		要想接受污浊的河流而自身不被污染……现实是污浊的河流，我们必须成为大海[c得瑟] http://t.cn/R2dyJT2 ​		,比利不比concho,//weibo.com/6021639200/G3VGHa8n4?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,400,		　　“团长你的意思，这一次没有什么策略可以想，只有战斗、只有杀是么？”云洛郁开口问道。水之力量　　在林若收起丹药的时候，红衣身上冒出了腐败的气息，林若知道这是毒术在蒸发，其神力一转将红衣和自己转出了玄灵界，林若不想玄灵界被污染，这是自己的家，环境破坏了损失就大了。 ​		,何佳的电话18690699068,//weibo.com/3977079810/G3VGC8GLV?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,401,		2017年6月是 广西空气质量最好的月份，全省14个地市均没有空气污染，空气质量为优的天数较多。1-2月，11-12月，是广西空气质量最差的月份，空气污染的天气较多，污染较为严重。与2016年相比，广西空气质量为优的天气数量在2017年有所增加，空气污染的天气数量也有所增加。2017年广西没有综合空气质量 ​			...展开全文c,明眼看数,//weibo.com/5617262069/G3VFNyfjh?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,402,		性象白纸，一经污染，便永不能再如以前的洁白。 ​		,法式小烧饼_219_470_9897AG9,//weibo.com/2108292523/G3VFNwKbF?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,403,@签名污染关员,翛翛竹,//weibo.com/1703697272/FE48koCz1?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,404,http://t.cn/RQ461N1 今年最后一波上新美妆店预览已出，加购走起🛒🛒🛒转发微博+关注店铺抽1位支付宝转账2000，抽2位送黛珂紫苏水抽3位送NARS高潮腮红还有巨多的新品送送送 福利活动具体戳图️ http://t.cn/RQ4610f ​	,NA,//weibo.com/3700795137/G3VFN13s1?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,405,		我发表了头条文章:《工业园区污染环境十几年何时才能重视起来？》 http://t.cn/RRD6qJE http://t.cn/RyhjY8v ​		,感悟多彩的生活,//weibo.com/3177297131/G3VFLsEch?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,406,		急救手册宠物咬伤怎么办？首先应该立即、就地、彻底冲洗伤口。可先将伤口挤压出血，并用浓肥皂水反复冲洗伤口，再用大量清水冲洗，擦干后用5%碘酒烧灼伤口，以清除或杀LYK236灭污染伤口的狂犬病毒，冲洗伤口半小时后要到医院寻求医生帮助，其次眷注射狂犬疫苗。 ​		,爱讲故事的小阿铎,//weibo.com/6429024523/G3VFHDyny?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,407,		2017年，三明空气质量排在福建的第3位，AQI中位数低于50，综合空气质量接近优。三明全年空气质量为优的天气达到186天，空气污染4天，没有中度以上污染。2017年6月三明空气质量最好，空气质量为优的天气达到29天。空气污染发生在1月，5月和9月与2016年相比，三明空气质量为优的天气数量在2017年有所 ​			...展开全文c,明眼看数,//weibo.com/5617262069/G3VFoqDuv?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,408,		【备孕期饮食禁忌】不止孕期，备孕期同样少不了饮食上的禁忌。为了你可以怀上健康聪明的宝宝，在孕前饮食中，你可要特别注意了哦。1、减肥要科学。2、营养摄入要均衡。3、孕前要减少吃各种腌制品，例如咸鱼、腊肉、香肠等食物。4、孕前避免食物污染。 ​		,妮妮菜亮,//weibo.com/5958592800/G3VFoqDx0?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,409,		【注意：七个坏习惯加快衰老】1、轻易发怒会令人产生皱纹。2、疲于奔命令面容憔悴。3、暴肥暴瘦令皮肤失去弹性、松弛，甚至产生皱纹。4、吸烟令皮肤变黄变灰。5、大量饮酒或经常饮酒，会令皮肤发红肿胀。6、摄入污染食品令人早衰。7、防晒不足伤害皮肤。 ​		,霸气鼠小弟和兔小妹,//weibo.com/3547539133/G3VFkiP1n?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,410,		预防出生缺陷的10个建议1.服用叶酸补充剂。2.受孕前先咨询医生。3.遗传咨询。4.戒酒。6.避免空气污染。7.降饮食。8.MLP435放松。9.病毒检测。10.避免服用药物。 ​		,雷神打搅育,//weibo.com/6446598502/G3VEUzAQ0?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,411,		【白开水也有保质期】很多家庭会在夏天准备个大玻璃杯凉白开水，认为这样卫生、方便。但夏季天热，空气湿度高，细菌繁殖快，凉白开放置时间不宜过长。无论常温或冷藏条件下，都不要超过2天，最好当天喝完。敞口放置时，要放在周围环境干净的地方，以免被污染。此外，切忌把放凉的水重新加热饮用。 ​		,曾傻壶曾,//weibo.com/5857233932/G3VERCfoo?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,412,		九种生活的方式影响寿命1、房间视野开阔：增寿2年；2、生活乱七八糟：减寿1年；3、养宠物：增寿2年；4、和谐性生活：LHV876增寿4年；5、噪音污染：减寿1年；6、做女人：增寿7年；7、结婚：增寿7年；8、离婚：减寿3年；9、不良姿势：减寿2年 。 ​		,扶我起来还能送,//weibo.com/6434938420/G3VENdTYl?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,413,		在近日召开的第二届车内环境发展论坛上：忘记一个人很难。车内空气质量标准是国家环保部重点修订的标准：而对其存在的普遍性以及危害普通大众也有了基本的认知，比填平一片海还难……【车内空气成购车重点考虑因素】车内的空气质量和车内污染问题近年来受到各界严重关注。就像爱上一片海！ ​		,阅名社,//weibo.com/2350703975/G3VE8pgQm?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,414,		绿色环保无污染不扰民的招财方式 了解一下 ​		,施暴专家,//weibo.com/6311843159/G3VDVoDKI?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,415,		我简直对雾霾敏感的不行，昨天重度污染，今天中度污染，下班回家头痛欲裂，快要吐出来了。空气好的时候就不会这样。看来需要买防霾口罩了 ​		,方气马t0dj,//weibo.com/6339235998/G3VDhwtdQ?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,416,		急救手册宠物咬伤怎么办？首先应WLH215该立即、就地、彻底冲洗伤口。可先将伤口挤压出血，并用浓肥皂水反复冲洗伤口，再用大量清水冲洗，擦干后用5%碘酒烧灼伤口，以清除或杀灭污染伤口的狂犬病毒，冲洗伤口半小时后要到医院寻求医生帮助，其次眷注射狂犬疫苗。 ​		,人老也风流匕,//weibo.com/6433522044/G3VCVnG4J?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,417,"		上海又遭遇了重度污染,朋友的出行计划都改变了,可我还是要出门上班。 ​		",爽在微博歪歪要勇敢,//weibo.com/6439780920/G3VCI5NwT?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,418,		八，陪审员被封闭在酒店八个月之久，所有人失去耐心，都想快点结束。嫌犯居然在监室与律师打牌。DNA证据指向唯一凶手O。辩方成功质疑DNA受到污染。两名无罪陪审员因撒谎被取消资格。不断有陪审员被取消资格。陪审员情绪暴躁。法官不断受到挑战。陪审团拒绝出庭。陪审员出现发疯。 ​		,滕州渠怀德,//weibo.com/2715335813/G3VCzu2qo?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,419,		室内环境污染可能是导致儿童急性白血病的主要危险因素之一，还会增加儿童哮喘的发生率，降低儿童智力。有九成以上的白血病XEE765患儿，家庭在半年内装修过。家庭装修要选购合格的装修材料，少用人造板材；儿童房的家具应以实木为主。装修后至少通风一个月再入住。入住前，最好找有资质权威机构进行检测 ​			...展开全文c,杰西不合月,//weibo.com/6446330907/G3VC5Cd92?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,420,"		【孩子吃水果不能代替蔬菜】很多宝宝爱吃水果,但不爱吃蔬菜,但水果不能代替蔬菜.蔬菜比一般水果含矿物盐(如钙磷钾等)多;鲜菜含维生素C,胡萝卜素等维生素也要比水果多若干倍.蔬菜的膳食纤维也比水果多.多吃蔬菜还可防便秘,并有防癌作用.多吃新鲜绿色无污染的蔬菜,吃出健康好宝宝。 ​		",刘雨LV鸿,//weibo.com/5285978552/G3VBraMuG?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,421,		【吸烟致病多】1.吸烟是一种慢性病。2.与吸烟者一起生活患肺癌几率大。3.吸烟家庭的孩子易换呼吸道疾病。4.二手烟或有害儿童心理健康。5.二手烟增加孩子多动症、口吃风险。6.烟草的部分化学物质可通过胎盘影响胎儿。7.60%上白血病患儿家庭有二手烟污染。 ​		,o邱杰o,//weibo.com/6389719709/G3VAWpaVa?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,422,		【商丘市空气污染气象条件预报】http://t.cn/R9WSWaE ​		,地好滑,//weibo.com/6040773367/G3VAU8sFZ?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,423,"		宝宝摔倒处理有方张思莱提醒,当孩子摔在地上时,家长要首先检查孩子有没有外伤.如WLH215果皮下有血肿,可以用毛巾冷敷,促进血管收缩,以减少出血.如果皮肤有伤口,用干净纱布覆盖上先止血,保持伤口不要继续被污染.如果关节活动受限或骨骼出现问题,保持原来的姿势去医院,不要自行处理。 ​		",西衣要笑,//weibo.com/6426993298/G3VATafhD?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,424,		摩羯都是乖孩子，把自己隔离在没有污染的世界里。摩羯纯净得你想象不到，过着简单的生活。喜欢一个人是真的喜欢，可以喜欢很久很久，发现对方变得自己不认识了，摩羯会毫不犹豫的头也不回把自己从那段回忆中抽离出来。他们不是胆小鬼只是太会保护自己，太清醒了。 ​		,字眼寂寞_60012,//weibo.com/6348310303/G3VAM8ZsW?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,425,		【备孕期饮食禁忌】不止孕期，备孕期同样少不了饮食上的禁忌。为了你可以怀上健康聪明的宝宝，在孕前饮食中，你可要特别注意了哦。1、减肥要科学。2、营养摄入要均衡。3、孕前要减少吃各种腌制品，例如咸鱼、腊肉、香肠等食物。4、孕前避免食物污染。 ​		,努致huohuohan龄,//weibo.com/5723512989/G3VAAAj4Y?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,426,"		今日天气:，南宁:小雨,，9°C~13°C,，东北风，≤3级，空气指数:2.0,有利于空气污染物稀释、扩散和清除，可在室外正常活动。，穿衣指数:5.0,夹衣、风衣，紫外线指数:1.0,紫外线弱爆了，洗车指数:1.0,不宜，vivo天气 ​		",z___Zzl大宝贝,//weibo.com/6408867237/G3VApF3u5?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,427,#新年新套路#【急救手册】宠物咬伤怎么办？首先应该立即、就地、彻底冲洗伤口。可先将伤口挤压出血，并用浓肥皂水反复冲洗伤口，再用大量清水冲洗，擦干后用5%碘酒烧灼伤口，以清除或杀灭污染伤口的狂犬病毒，冲洗伤口半小时后要到医院寻求医生帮助，尽快注射狂犬疫苗。 http://t.cn/z8qshFk ​		,御姐滔蓝,//weibo.com/5064306155/G3VAlddy0?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,428,		未污染；随后闯荡社会：小臂向前做旋转：取回良心。直到与肩膀平行，与大臂坚持直角。留意要坚持大臂一直程度…… ​		,黑暗堕落的镇雄,//weibo.com/2879685533/G3VA7iSRj?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,429,		依然过不好这一生：北京将采取单日和多日重污染综合分级方式：听过很多大道理。 ​		,记忆鎏凝,//weibo.com/3835546198/G3VzLssCH?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,430,		//@用户6475127799:藕塘村支书涂保文位于涂家村东，占地多亩，名为养猪场，但一直没养猪，还曾几年租给外来渔民做宿舍，收取高额租金，后又套取国家专项巨额补偿款污染费…获利后，曾经集体肥沃的土地已成一片废墟…恳请政府执法机关彻查！#江西关注# @江西发布 @南昌发布 @南昌进贤发布,用户6475127799,//weibo.com/5508252157/G090a2kRA?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,431,	  土地是农民的命根子，集体的土地，父母官本应该用来造福村民，但藕塘村支书涂保文并不这么做:曾经集体肥沃的土地并没有为当地发展带来任何经济效益，更谈不上造福村民，而是直接变成了村支书私人的摇钱树…#问政江西#@民生江西 @廉洁江西 @廉洁南昌 @南昌晚报 http://t.cn/RQkypPA ​	,NA,//weibo.com/6475127799/G3VzBpxi1?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,432,		那么毛孔也会越来越粗大，认为清洁不重要……没有彻底带走脏东西。皮肤慢慢地就会变得干涩粗糙……如果不彻底洁净！不要小看清洁：让你的皮肤上积累了太多的污垢、清洁永远是护肤的首要步骤，我们的皮肤遭受一天的污染及辐射。 http://t.cn/RMP99ci ​		,小痞20111497259736,//weibo.com/2853736763/G3VzjDVCv?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,433,		不化妆也要擦隔离很多人只有在化妆的时候才会想起隔离霜，其实隔离霜的作用就是将皮肤和外界隔离的护肤LWJ357品，使皮肤免受环境以及辐射的污染，因此，即便在不化妆的时候也要擦隔离霜，给皮肤上一层保护膜。 ​		,雷母冤家巧,//weibo.com/6429046326/G3Vzb8tC3?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,434,#中国赞#2小时前刚刚从树上摘下的洋槐花，加上鸡蛋清炒一下，清香无比。绝对的绿色无污染，无农药，无化肥，纯天然，超新鲜。 ​		,曹以权,//weibo.com/2708242543/G3Vz9Czq0?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,435,		更加造成曲轴箱的污染，说这样还算人多、吸入的混合气过脏……但这样。使过滤能力降低[yz淋浴] ​		,大菓菓2011911084863,//weibo.com/3645463394/G3Vz15yJ9?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,436,		【世界卫生组织9条防癌提示】①不吃熏腌制食物。②不吃过热过硬、过焦过咸的食物，不喝过烫的水。③不吃发霉粮食及制品。④不用洗衣粉擦洗餐具、茶具或食物。⑤吃饭不要过饱，控制肉类的摄入量。⑥不吃被农药污染的蔬果。⑦不酗酒。⑧不吸烟。⑨每天开窗1至2小时。 ​		,敬DH小沫宙,//weibo.com/6174239779/G3VyMzoAF?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,437,		家长5种言行极度“污染”孩子】一、消极的政治态度。二、享乐的生活方式。三、不和睦的家庭关系。四、打骂的教育方法。五、缺乏修养的讲话方式。 ​		,林青筠1_5,//weibo.com/2510871085/G3Vyt44gI?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,438,		【日照海滨公园】日照海滨公园依山傍海，浪缓滩阔，沙质细润，海水洁净，拥有7公里的黄金海岸线，是北方一流的天然海滨浴场，被有关专家誉为“中国沿海仅存未被污染的黄金海岸”。美籍华裔物理学家丁肇中先生称这里的沙滩“夏威夷所不及”。日照海滨国家森林公园位于山东省日照市北沿海路北首。 ​		,了粉从起后他carry,//weibo.com/6488553418/G3VypxbFu?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,439,#中国赞#★[景點推薦-關渡平原]★ 臺北境內最大的生態溼地，一望無際的綠色平原，無噪音的汙染 清脆的鳥叫聲，在這繁榮忙碌的都市裡，顯得讓人格外的輕鬆!! ​		,乱一样的人生,//weibo.com/1588651657/G3Vyi94eZ?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,440,		【准妈妈保健】许多职业妇女在妊娠期间，仍可能暴露于各种污染的工作环境中，如放射线、抗肿瘤药物、酒精、苯、环氧乙烷、三氯乙烯等，可引起基因毒性反应；铅、锰、二硫化碳、二溴氯丙烷、氯丁二烯、雌激素和孕激素可引起生殖性毒性；汞、有机溶剂、麻醉剂、细胞生长抑制剂等，易产生妊娠毒性作用。 ​		,快乐的玩耍着,//weibo.com/6004866725/G3VxY7llt?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,441,		巨蟹都是乖孩子，把自己隔离在没有污染的世界里。巨蟹纯净得你想象不到，过着简单的生活。喜欢一个人是真的喜欢，可以喜欢很久很久，但有一天后来发现对方变得自己不认识了，巨蟹会毫不犹豫的头也不回把自己从那段回忆中抽离出来。他们不是胆小鬼，只是太会保护自己，太清醒了。 ​		,妩媚Hana花大少,//weibo.com/6168170799/G3VxSq8S4?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,442,		巨蟹都是乖孩子，把自己隔离在没有污染的世界里。巨蟹纯净得你想象不到，过着简单的生活。喜欢一个人是真的喜欢，可以喜欢很久很久，但有一天后来发现对方变得自己不认识了，巨蟹会毫不犹豫的头也不回把自己从那段回忆中抽离出来。他们不是胆小鬼，只是太会保护自己，太清醒了。 ​		,ecology7515,//weibo.com/6473123187/G3VxGkenV?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,443,		【这世上没有一辈子的闺蜜情】每一段闺蜜情都终将随着女孩儿们的成长而产生变化……大家调整个方向一起朝前走：香氛专家MarianBendeth说、从而造成污染、”…… ​		,淘女郎金牌小铺,//weibo.com/5101199725/G3Vxn8yFt?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,444,		【吸烟致病多】1.吸烟是一种慢性病。2.与吸烟者一起生活患肺癌几率大。3.吸烟家庭的孩子易换呼吸道疾病。4.二手烟或有害儿童心理健康。5.二手烟增加孩子多动症、口吃风险。6.烟草的部分化学物质可通过胎盘影响胎儿。7.60%上白血病患儿家庭有二手烟污染。 ​		,邱杰1987qiujie,//weibo.com/6437459415/G3VwUroTx?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,445,		【注意：七个坏习惯加快衰老】1、轻易发怒会令人产生皱纹。2、疲于奔命令面容憔悴。3、暴肥暴瘦令皮肤失去弹性、松弛，甚至产生皱纹。4、吸烟令皮肤变黄变灰。5、大量饮酒或经常饮酒，会令皮肤发红肿胀。6、摄入污染食品令人早衰。7、防晒不足伤害皮肤。 ​		,鱼食韩hy77,//weibo.com/6149831905/G3VwF7HzP?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,446,		【西岛】西岛又名玳瑁岛，位于三亚湾国家自然保护区内，全岛面积2.8平方公里，居民3千多人口，世代打渔为生。距三亚8公里，市内坐艇25分钟路程，珍珠养殖厂码头坐艇15分钟路程。由于远离城市，海水污染少，岛上风景秀丽，空气清新，沙滩柔和，海水清澈见底； ​		,KARRY王俊凱行程,//weibo.com/2536471261/G3Vwvmpup?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,447,		那就好好接受本来的肤色、②食用含维生素C的食物。局部暗沉来解决问题：让美白护肤品针对于透亮；日光灯的紫外线污染；④如果天生拥有健康肤色：如柠檬：特在室内避免电脑辐射、我所知道的最稳固的感情不是由血液联系着、猕猴桃等！ http://t.cn/z8X76Tm ​		,kangchibeng09WGGM,//weibo.com/6027147910/G3VwfpUPE?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,448,#罗晋归去来# #罗晋书澈# 书澈，名副其实的未来精英，是刷新国人对官二代“坑爹败家熊孩子”既定认识的观念颠覆者，是家族和爱情被权商利益污染、出污泥而不染的一抹洁白@罗晋 ​		,晋善晋美的小鱼儿,//weibo.com/6233413918/G3Vw48J4K?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,449,		小时前刚刚从树上摘下的洋槐花，加上鸡蛋清炒一下，清香无比。绝对的绿色无污染，无农药，无化肥，纯天然，超新鲜。 ​		,幸福的意气轩昂,//weibo.com/5052285596/G3Vw3z04O?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,450,		【当父母对孩子的“喜怒无常”头痛不已时，也要低头看看自己了】是不是因为自己在工作、家庭等等遇到困难，带来的坏情绪间接地影响到宝宝，造成了孩子心灵上的“污染”，让他们也逐渐喜怒不定。如果是这样，爸爸妈妈们需要学着在宝宝面前控制自己的坏脾气，尽量冷静后再面对孩子。 ​		,艾拙劣,//weibo.com/2170050405/G3Vvp6Oc7?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,451,		【注意：七个坏习惯加快衰老】1、轻易发怒会令人产生皱纹。2、疲于奔命令面容憔悴。3、暴肥暴瘦令皮肤失去弹性、松弛，甚至产生皱纹。4、吸烟令皮肤变黄变灰。5、大量饮酒或经常饮酒，会令皮肤发红肿胀。6、摄入污染食品令人早衰。7、防晒不足伤害皮肤。 ​		,profound_69945,//weibo.com/6481097826/G3VvldAzl?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,452,		韩国乐天梦巧克力块检出铜超标】此次发现的不合格食品来自47个国家或地区、涉及20类产品。乳制品类和饮料类！主要是糕点饼干类；其中；品质不合格；微生物污染和标签不合格等项目为主要不合格原因；检出铜超标：韩国乐天制果株式会社的乐天梦巧克力块。 ​		,火星不拉多,//weibo.com/2923842237/G3VvhnLu9?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,453,		小丑哥.【角质层过厚】白天出门，肌肤与室外环境亲密接触。汗水的侵蚀、附着在脸上的粉尘、环境的污染会加重毛孔的负担，同时角质也会变厚、加速老化。如果睡前没有得到彻底清理，不仅会导致整夜排油不畅，还会成为粉刺、暗疮滋生的温床。 ​		,杏xhzsn,//weibo.com/5860033300/G3Vvflusw?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,454,		【当父母对孩子的“喜怒无常”头痛不已时，也要低头看看自己了】是不是因为自己在工作、家庭等等遇到困难，带来的坏情绪间接地影响到宝宝，造成了孩子心灵上的“污染”，让他们也逐渐喜怒不定。如果是这样，爸爸妈妈们需要学着在宝宝面前控制自己的坏脾气，尽量冷静后再面对孩子。 ​		,向往那一抹绿2013,//weibo.com/3467396874/G3VvcpB76?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,455,		2月20日金匮简报，星期二，农历正月初五，今日迎财神重庆阴转小雨，5-11℃，空气质量良：541、工信部：2018年将进一步督促电信企业落实降低流量资费等措施，流量会逐步降到“白菜价”，2年内可携号转网；2、我国将从2018年7月1日起实施更严格的船舶污染物排放标准；			...展开全文c,娱乐也是修行,//weibo.com/5077422889/G3VuZ6fX0?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,456,		据《中国天气网》天气实况：此时(2018.2.20.04：20)天津：预报为阴，此时气温为0摄氏度，相对湿度为78％，东南风1级，空气质量为中度污染，AQI为159。 ​​​(气象数据为04：00的，空气质量为03：00) ​​​春节算过去了，雨水也到了，没有雨雪，没有放鞭炮的，路上的车也很少，但雾霾依然很重，这究竟 ​			...展开全文c,胡同里的辛巳翁,//weibo.com/2861960605/G3VuMFbum?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,457,		【千万注意：七个坏习惯加快衰老】1、轻易发怒会令人产生皱纹。2、疲于奔命令面容憔悴。3、暴肥暴瘦令皮肤失去弹性松弛，甚至产生皱纹。4、吸烟令皮肤变黄变灰。5、大量饮酒或经常饮酒，会令皮肤发红肿胀。6、摄入污染食品令人早衰。7、防晒不足伤害皮肤。 ​		,安琪Writer_R,//weibo.com/5862220246/G3VuxDtLa?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,458,		从不与人纠缠的我，被一个又一个邓紫棋奚梦瑶刘雯李宇春一样的丑逼打扰！蠢货！！！污染世界！丑的没法看！！！ ​		,张筠曦527,//weibo.com/5257289624/G3Vu2fg8f?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,459,		白领4招防办公室污染①多通风勤打扫；②摆放绿色植物；③养成良好办公习惯；④饮食调节，多吃“三抗食物”：抗粉尘吃OMN368鸡、鸭、猪血，抗金属食用牛奶、豆腐，抗辐射多吃海带等蔬菜。 ​		,火星天使甜,//weibo.com/6434383016/G3VtYpVYL?refer_flag=1001030103_
